Gene	FDR
KIAA0664P3.100132341	1.72274218681052e-14
KIAA0664.23277	3.62359010860487e-34
KIAA0748.9840	2.45286382008069e-38
KIAA0753.9851	2.02042595294616e-10
KIAA0754.643314	3.02026500944311e-36
KIAA0776.23376	1.39818871276119e-14
KIAA0802.23255	4.51756824595825e-12
KIAA0831.22863	1.50037011341155e-31
KIAA0892.23383	5.48018113682467e-09
KIAA0895L.653319	1.6659352220391e-18
KIAA0895.23366	3.2410364762647e-11
KIAA0907.22889	2.37590017857857e-17
KIAA0913.23053	2.33452313313129e-14
KIAA0922.23240	4.72235261403943e-29
KIAA0947.23379	1.04592995147964e-23
KIAA1009.22832	9.46645430659078e-07
KIAA1012.22878	6.16883383971906e-24
KIAA1024.23251	3.08807259776695e-16
KIAA1033.23325	4.69271916527463e-16
KIAA1045.23349	1.21279584283633e-85
KIAA1107.23285	3.24229343390185e-08
KIAA1109.84162	7.1639563369214e-34
KIAA1143.57456	6.43599504725511e-33
KIAA1147.57189	0.00097798817487964
KIAA1161.57462	4.14986241841564e-05
KIAA1191.57179	8.26505946200334e-22
KIAA1199.57214	4.19197363702576e-10
KIAA1210.57481	4.72485199829374e-23
KIAA1211.57482	6.45265155016112e-08
KIAA1217.56243	4.69364988563694e-26
KIAA1239.57495	5.08397038547143e-18
KIAA1244.57221	4.13507840718956e-57
KIAA1257.57501	9.6625800799904e-43
KIAA1267.284058	1.13370542745415e-20
KIAA1274.27143	6.15383445639967e-58
KIAA1279.26128	1.73053633354379e-73
KIAA1310.55683	5.20837209454951e-27
KIAA1324L.222223	3.48984210217184e-35
KIAA1324.57535	2.65710588941066e-57
KIAA1328.57536	5.13363713083435e-30
KIAA1370.56204	6.94757342791342e-90
KIAA1377.57562	6.29864541653277e-54
KIAA1383.54627	9.14391934254311e-11
KIAA1407.57577	6.85196390415656e-57
KIAA1409.57578	1.11794843954183e-18
KIAA1429.25962	4.8896864503772e-13
KIAA1430.57587	1.73247943715455e-34
KIAA1432.57589	4.61707572448373e-26
KIAA1462.57608	2.18789728649846e-54
KIAA1467.57613	4.7213473798598e-85
KIAA1468.57614	9.3223864937044e-09
KIAA1486.57624	3.87223225944171e-05
KIAA1522.57648	2.1678608868244e-20
KIAA1524.57650	4.13014463304905e-66
KIAA1529.57653	1.18270309584319e-10
KIAA1530.57654	1.60375433070473e-31
KIAA1539.80256	1.54797474786512e-07
KIAA1543.57662	5.32795662195396e-27
KIAA1549.57670	5.48818863163304e-06
KIAA1586.57691	1.86124218115834e-12
KIAA1598.57698	1.09341128537278e-43
KIAA1609.57707	4.29280007558096e-50
KIAA1614.57710	2.75209890290574e-58
KIAA1632.57724	2.90846071716423e-26
KIAA1644.85352	1.4555584095194e-24
KIAA1671.85379	1.12445781206683e-09
KIAA1683.80726	8.26166688969062e-40
KIAA1704.55425	4.22355006061629e-20
KIAA1712.80817	3.4360855187735e-09
KIAA1715.80856	2.96614211274276e-29
KIAA1731.85459	1.25871268659333e-10
KIAA1737.85457	8.11993191068944e-45
KIAA1751.85452	0.00216044741887993
KIAA1755.85449	6.87742766219509e-86
KIAA1797.54914	1.96189265261003e-12
KIAA1804.84451	2.94244393541491e-67
KIAA1826.84437	2.68248175682593e-17
KIAA1841.84542	2.70183002985168e-31
KIAA1875.340390	2.08922777335826e-14
KIAA1908.114796	5.3534513701046e-33
KIAA1919.91749	4.5643146643207e-09
KIAA1949.170954	5.63500943809341e-58
KIAA1958.158405	2.32305008761289e-25
KIAA1967.57805	2.59057949740518e-12
KIAA1984.84960	1.20486532377255e-67
KIAA2013.90231	3.14718092020126e-49
KIAA2018.205717	1.24428803586386e-27
KIAA2022.340533	2.60374518059503e-07
KIAA2026.158358	1.99159486320726e-14
KIDINS220.57498	6.8355221007534e-26
KIF11.3832	1.47456588323865e-68
KIF12.113220	5.85906578094611e-70
KIF13A.63971	9.42127635021969e-30
KIF13B.23303	6.80100906537431e-68
KIF14.9928	6.7328542329847e-76
KIF15.56992	1.10542410792605e-72
KIF16B.55614	9.75616983588316e-74
KIF17.57576	6.47886563107628e-53
KIF18A.81930	1.14897246923429e-75
KIF18B.146909	1.08771458912011e-87
KIF19.124602	1.08774646252929e-56
KIF1A.547	3.89340278869985e-34
KIF1B.23095	3.58439286921607e-44
KIF1C.10749	1.72214894575618e-35
KIF20A.10112	3.83042484863723e-79
KIF20B.9585	5.77651615226101e-39
KIF21A.55605	7.98502974995896e-45
KIF21B.23046	6.18591249378358e-40
KIF22.3835	4.8666213469225e-26
KIF23.9493	2.20836374229348e-77
KIF24.347240	1.23408115789015e-12
KIF25.3834	6.18434458989688e-24
KIF26A.26153	3.10864711242455e-39
KIF26B.55083	6.32034726365774e-17
KIF27.55582	4.57452811333678e-22
KIF2A.3796	1.63866276790495e-23
KIF2B.84643	0.670229772925764
KIF2C.11004	2.03026134589242e-96
KIF3A.11127	9.62860146674139e-57
KIF3B.9371	1.96650037841212e-62
KIF3C.3797	1.77015806889159e-26
KIF4A.24137	1.7742298861923e-84
KIF4B.285643	1.5075335887652e-58
KIF5A.3798	1.26624449503459e-07
KIF5B.3799	2.35712719716821e-24
KIF5C.3800	1.80915322528994e-52
KIF6.221458	0.000378533906881985
KIF7.374654	1.33990662207408e-32
KIF9.64147	9.78489593313392e-47
KIFAP3.22920	2.48596148499084e-09
KIFC1.3833	1.02906569182171e-88
KIFC2.90990	7.39655806129747e-24
KIFC3.3801	1.43978469904802e-82
KILLIN.100144748	3.21919062610426e-14
KIN.22944	3.24038169649672e-32
KIR2DL1.3802	9.31392105065312e-12
KIR2DL3.3804	1.16546490487059e-06
KIR2DL4.3805	1.13876345094824e-20
KIR2DS4.3809	1.52593338366668e-11
KIR3DL1.3811	4.55609314025105e-16
KIR3DL2.3812	1.50949565351045e-12
KIR3DL3.115653	0.000167712714900131
KIR3DP1.768329	0.0709683983244729
KIR3DX1.90011	2.73828437713404e-16
KIRREL2.84063	3.46156564394918e-30
KIRREL3.84623	6.59611586301426e-54
KIRREL.55243	7.70256924950837e-45
KISS1R.84634	8.38546102299919e-28
KISS1.3814	1.7687426436418e-19
KITLG.4254	1.21383139235917e-53
KIT.3815	3.24396998233394e-59
KLB.152831	2.27951815255246e-09
KLC1.3831	4.20566285579935e-05
KLC2.64837	1.51377303536155e-22
KLC3.147700	2.02946753138184e-20
KLC4.89953	5.10370351115133e-19
KLF10.7071	5.89695356675705e-14
KLF11.8462	4.45154721638903e-57
KLF12.11278	4.14979904333286e-37
KLF13.51621	1.43921877674117e-22
KLF14.136259	2.76015450899716e-47
KLF15.28999	3.29405807711108e-39
KLF16.83855	1.06697842996127e-29
KLF17.128209	1.17766865874912e-05
KLF1.10661	3.67071952211129e-23
KLF2.10365	7.83525866110322e-69
KLF3.51274	1.88975007932916e-24
KLF4.9314	4.23007804940366e-35
KLF5.688	1.2267504372065e-63
KLF6.1316	4.26480000547594e-35
KLF7.8609	8.18428551332159e-20
KLF8.11279	2.12221248371373e-14
KLF9.687	9.1309671959674e-53
KLHDC10.23008	2.93016180667211e-22
KLHDC1.122773	2.3624513711386e-71
KLHDC2.23588	5.30114002008442e-67
KLHDC3.116138	1.07962287084489e-58
KLHDC4.54758	4.98272642606397e-27
KLHDC5.57542	7.01481518451013e-28
KLHDC7A.127707	1.00268490440795e-64
KLHDC7B.113730	3.37042760131049e-26
KLHDC8A.55220	3.44162917176107e-05
KLHDC8B.200942	3.01434921548188e-16
KLHDC9.126823	2.25114338203979e-64
KLHL10.317719	0.000975643546856211
KLHL11.55175	4.16062928168128e-38
KLHL12.59349	8.52703918901635e-36
KLHL13.90293	2.95379827642982e-26
KLHL14.57565	4.27204529366674e-24
KLHL15.80311	1.37906453287897e-22
KLHL17.339451	6.15702853931533e-32
KLHL18.23276	1.40539113489185e-08
KLHL1.57626	1.99764575999709e-08
KLHL20.27252	3.60778571618013e-23
KLHL21.9903	2.70689203449791e-40
KLHL22.84861	4.99436473331732e-15
KLHL23.151230	4.88300008036188e-20
KLHL24.54800	2.54883609026232e-26
KLHL25.64410	2.92407539854036e-08
KLHL26.55295	1.67896566447501e-40
KLHL28.54813	9.87516039337078e-45
KLHL29.114818	4.95144936293433e-84
KLHL2.11275	1.78403938665804e-28
KLHL30.377007	5.75711205908937e-17
KLHL31.401265	2.59479549525912e-16
KLHL32.114792	0.0665144551980912
KLHL33.123103	3.30662913018258e-35
KLHL34.257240	1.79441028447432e-44
KLHL35.283212	1.03054937406498e-13
KLHL36.79786	2.89046901940651e-33
KLHL38.340359	0.00581846348013142
KLHL3.26249	8.10426777484235e-45
KLHL4.56062	1.50537462153192e-38
KLHL5.51088	2.12311747089678e-17
KLHL6.89857	2.76745703940148e-29
KLHL7.55975	4.76324357481826e-32
KLHL8.57563	2.12147454169979e-20
KLHL9.55958	3.34651252005832e-16
KLK10.5655	7.09214397207257e-64
KLK11.11012	4.14148436954328e-31
KLK12.43849	1.0228052096672e-06
KLK13.26085	1.38943652864221e-41
KLK14.43847	2.21676802818535e-34
KLK15.55554	1.6779635288218e-06
KLK1.3816	7.1275795727005e-58
KLK2.3817	6.95933926204124e-41
KLK3.354	1.4944405706489e-45
KLK4.9622	1.05914282372458e-46
KLK5.25818	7.80171070877447e-59
KLK6.5653	1.39276272876646e-70
KLK7.5650	1.18789227990706e-61
KLK8.11202	1.65187511484016e-63
KLK9.284366	6.0210898782509e-56
KLKB1.3818	4.37016561181158e-16
KLKP1.606293	1.94751751646498e-41
KLRA1.10748	2.98217043954913e-08
KLRAQ1.129285	1.76509151634749e-14
KLRB1.3820	1.37708347424598e-47
KLRC1.3821	5.7771824369093e-25
KLRC2.3822	5.17247393869382e-06
KLRC3.3823	0.000807798958754757
KLRC4.8302	4.1048122224447e-09
KLRD1.3824	4.83724181117132e-34
KLRF1.51348	5.14963762322049e-23
KLRG1.10219	1.40560352807772e-37
KLRG2.346689	5.01157578402377e-33
KLRK1.22914	4.41766270769051e-32
KL.9365	3.11989784820144e-59
KMO.8564	2.17761083268273e-05
KNCN.148930	2.46504907980758e-05
KNDC1.85442	1.88187832572123e-24
KNG1.3827	0.344059887942676
KNTC1.9735	3.12722577493297e-45
KPNA1.3836	2.35775941688562e-31
KPNA2.3838	9.29242994773978e-80
KPNA3.3839	1.42265184025793e-28
KPNA4.3840	7.16338974549741e-53
KPNA5.3841	4.8361833419586e-17
KPNA6.23633	4.06056903559115e-25
KPNA7.402569	0.793006136106198
KPNB1.3837	4.95580555747647e-33
KPRP.448834	0.00365221696810794
KPTN.11133	1.24918096571027e-21
KRAS.3845	7.07881091213439e-15
KRBA1.84626	3.24136285782481e-28
KRBA2.124751	7.38777281938256e-21
KRCC1.51315	0.467020630408978
KREMEN1.83999	6.80645819908333e-16
KREMEN2.79412	7.17717027876945e-09
KRI1.65095	1.11631036276671e-27
KRIT1.889	0.000747304444732161
KRR1.11103	1.68778979387939e-33
KRT10.3858	3.19570478856438e-11
KRT12.3859	2.91021346782838e-09
KRT13.3860	6.91328641865462e-07
KRT14.3861	8.46132936640633e-55
KRT15.3866	3.36456107952739e-36
KRT16.3868	1.03951697391266e-97
KRT17.3872	5.05210171657713e-67
KRT18.3875	1.24676447024701e-83
KRT19.3880	3.30283789295331e-30
KRT1.3848	5.74494425576362e-15
KRT20.54474	0.0601236736155383
KRT222.125113	6.4793635938595e-65
KRT23.25984	1.753248201531e-46
KRT24.192666	8.30091712399861e-18
KRT25.147183	0.897276068133395
KRT26.353288	0.222097225244957
KRT27.342574	1.98716656315786e-08
KRT28.162605	0.277379271718249
KRT2.3849	8.03153316833162e-15
KRT31.3881	1.42553524263427e-08
KRT32.3882	9.14596074330137e-29
KRT33A.3883	0.00271922081703754
KRT33B.3884	2.5158137165804e-07
KRT34.3885	1.40359276259174e-24
KRT35.3886	9.54366679387329e-14
KRT36.8689	0.00426141334206563
KRT37.8688	5.61981875541491e-72
KRT38.8687	6.83525992903626e-15
KRT39.390792	3.21883822357576e-08
KRT3.3850	1.21763502372644e-11
KRT40.125115	1.21804323335501e-13
KRT4.3851	6.03706220350977e-24
KRT5.3852	3.83468462969938e-68
KRT6A.3853	1.24509715057014e-50
KRT6B.3854	7.48452173408364e-76
KRT6C.286887	5.89353111514903e-72
KRT71.112802	0.000493026576612425
KRT72.140807	4.462077594658e-22
KRT73.319101	5.91913361130162e-06
KRT74.121391	4.72269034697801e-33
KRT75.9119	1.33061200213239e-19
KRT76.51350	0.0103554129249512
KRT77.374454	6.14007184926787e-27
KRT78.196374	1.40920972814331e-53
KRT79.338785	1.66373816205268e-26
KRT7.3855	4.43484904650501e-37
KRT80.144501	4.8458569250748e-06
KRT81.3887	3.53880474787122e-46
KRT82.3888	2.62620106823048e-22
KRT83.3889	2.9847012147527e-55
KRT84.3890	1.24193063933596e-14
KRT85.3891	2.94315566248255e-19
KRT86.3892	8.05974756684998e-51
KRT8.3856	1.39454066526128e-38
KRT9.3857	6.803742258225e-62
KRTAP1.1.81851	6.24544772652682e-23
KRTAP1.3.81850	8.66555143481921e-05
KRTAP1.5.83895	1.29700530070066e-05
KRTAP10.10.353333	0.916463880542051
KRTAP10.11.386678	0.204333207859714
KRTAP10.12.386685	0.295690701666006
KRTAP10.1.386677	0.14220375057202
KRTAP10.2.386679	0.0395670159991546
KRTAP10.3.386682	0.816204571036698
KRTAP10.4.386672	0.0128661283737503
KRTAP10.5.386680	0.0553768765882102
KRTAP10.6.386674	0.00953801424640028
KRTAP10.7.386675	0.133850683838415
KRTAP10.8.386681	0.622078406820901
KRTAP10.9.386676	0.584865195806636
KRTAP11.1.337880	0.06416489478992
KRTAP12.1.353332	0.61807905088918
KRTAP12.2.353323	0.230327911229787
KRTAP12.3.386683	0.919963547837596
KRTAP12.4.386684	0.750681541123954
KRTAP13.1.140258	0.713585872592462
KRTAP13.2.337959	0.178090898617404
KRTAP13.4.284827	0.000143734730618946
KRTAP15.1.254950	0.48849402242512
KRTAP17.1.83902	2.15685967466956e-05
KRTAP19.1.337882	5.68635317668821e-09
KRTAP19.2.337969	0.409366788023134
KRTAP19.3.337970	4.84239863524528e-05
KRTAP19.5.337972	0.00642422619734579
KRTAP19.6.337973	0.154206747797963
KRTAP19.8.728299	0.10835293991381
KRTAP2.1.81872	4.69455715681891e-08
KRTAP2.2.728279	0.0354006667782397
KRTAP2.4.85294	0.525068630891519
KRTAP20.2.337976	0.198330091539152
KRTAP20.4.100151643	0.0163798219699653
KRTAP21.1.337977	0.189120089356166
KRTAP21.2.337978	0.0431922512170376
KRTAP24.1.643803	0.0596486600485998
KRTAP25.1.100131902	0.409366788023134
KRTAP26.1.388818	0.184918583230039
KRTAP27.1.643812	0.603354147991393
KRTAP3.1.83896	2.01837397864829e-07
KRTAP3.2.83897	0.0478468737450236
KRTAP3.3.85293	2.25780453371555e-13
KRTAP4.11.653240	0.0290877387082929
KRTAP4.12.83755	0.188388293084837
KRTAP4.1.85285	0.00688043297462049
KRTAP4.2.85291	0.374603515135664
KRTAP4.3.85290	0.339500789523587
KRTAP4.4.84616	0.023363484548654
KRTAP4.5.85289	0.19167686135519
KRTAP4.7.100132476	0.863639504497491
KRTAP4.8.728224	0.00966178521113579
KRTAP4.9.100132386	0.9104712960673
KRTAP5.10.387273	1.36951619414891e-07
KRTAP5.11.440051	0.137846615880434
KRTAP5.1.387264	1.00617024772441e-07
KRTAP5.2.440021	0.603354147991393
KRTAP5.3.387266	0.000825283560016237
KRTAP5.4.387267	0.782067064802724
KRTAP5.5.439915	0.142340216885287
KRTAP5.6.440023	0.00105029436018079
KRTAP5.7.440050	0.00846844076671886
KRTAP5.8.57830	7.83914098087864e-05
KRTAP5.9.3846	5.39222693667571e-14
KRTAP6.1.337966	0.409366788023134
KRTAP6.2.337967	0.600814317025761
KRTAP6.3.337968	0.10504828020662
KRTAP7.1.337878	0.0063124563521148
KRTAP8.1.337879	0.0779145202831985
KRTAP9.2.83899	0.970255861891351
KRTAP9.4.85280	0.169179463842327
KRTAP9.8.83901	0.395497280680392
KRTAP9.9.81870	0.462641064014376
KRTCAP2.200185	1.29160743224161e-20
KRTCAP3.200634	3.14850570313993e-32
KRTDAP.388533	2.06896879309369e-22
KSR1.8844	3.53459767180313e-39
KSR2.283455	1.33463587843609e-27
KTELC1.56983	1.12460734044761e-15
KTI12.112970	2.27322083533219e-39
KTN1.3895	2.31228789931087e-43
KYNU.8942	1.46320975055005e-17
KY.339855	3.8745649331733e-25
L1CAM.3897	2.17158368748482e-34
L1TD1.54596	3.65469794028274e-10
L2HGDH.79944	3.27119363803889e-33
L3MBTL2.83746	3.33481477556689e-06
L3MBTL3.84456	2.22315543491699e-37
L3MBTL4.91133	6.74612924959509e-98
L3MBTL.26013	8.37986007999667e-21
LACE1.246269	1.55937427180071e-05
LACRT.90070	2.07847425650755e-05
LACTB2.51110	1.53271078842581e-30
LACTB.114294	0.00487890815769378
LAD1.3898	1.53607758751893e-60
LAG3.3902	4.78965269790744e-26
LAGE3.8270	2.7781936375516e-19
LAIR1.3903	1.59475522006187e-21
LAIR2.3904	7.8509185480756e-15
LALBA.3906	3.78458951664257e-30
LAMA1.284217	2.52934539955109e-39
LAMA2.3908	1.2839540705727e-86
LAMA3.3909	1.96142759678876e-25
LAMA4.3910	2.74710856141045e-37
LAMA5.3911	1.30335943651678e-16
LAMB1.3912	5.30589888508817e-43
LAMB2L.22973	1.1512009541577e-12
LAMB2.3913	1.27377165862873e-49
LAMB3.3914	9.21935585280911e-52
LAMB4.22798	9.276688941062e-15
LAMC1.3915	1.38499548083523e-33
LAMC2.3918	2.14582540420216e-45
LAMC3.10319	2.59380419715813e-28
LAMP1.3916	4.09511481340794e-08
LAMP2.3920	3.94533467324068e-25
LAMP3.27074	1.0171406842459e-66
LANCL1.10314	4.91916130877612e-24
LANCL2.55915	1.51147962880239e-12
LANCL3.347404	1.96688707506261e-91
LAP3.51056	6.75625049924079e-05
LAPTM4A.9741	0.00126101227393035
LAPTM4B.55353	3.61603258758644e-44
LAPTM5.7805	1.42093410777004e-18
LARGE.9215	2.20547277091684e-24
LARP1B.55132	1.2842846035592e-23
LARP1.23367	3.07562626959223e-25
LARP4B.23185	7.2520850980586e-39
LARP4.113251	2.35493491787003e-62
LARP6.55323	1.05254551977669e-45
LARP7.51574	1.63715985092578e-05
LARS2.23395	2.73577317960997e-09
LARS.51520	2.13060468257811e-12
LAS1L.81887	2.75710331350767e-22
LASP1.3927	2.23038457108782e-45
LASS1.10715	2.63580111534876e-06
LASS2.29956	1.1444506534521e-56
LASS3.204219	1.11139105698839e-14
LASS4.79603	1.15080088530036e-60
LASS5.91012	2.84909862567294e-35
LASS6.253782	5.64882993092454e-86
LAT2.7462	3.95802511971588e-23
LATS1.9113	2.90361905087015e-30
LATS2.26524	6.86692586153192e-41
LAT.27040	3.7734967574888e-53
LAX1.54900	2.22572299216253e-28
LAYN.143903	1.10300145316681e-50
LBH.81606	4.51051145271469e-48
LBP.3929	5.28852093477869e-18
LBR.3930	4.1449380454907e-86
LBX1.10660	0.00600558199825965
LBX2.85474	4.45039682498101e-17
LBXCOR1.390598	1.79112895569406e-22
LCA5L.150082	1.09503928466395e-52
LCA5.167691	1.22626078594826e-50
LCAT.3931	9.7175264877188e-68
LCE1A.353131	0.0164185898444247
LCE1B.353132	0.342982338787006
LCE1C.353133	1.03132040212236e-13
LCE1D.353134	0.0773041788422151
LCE1E.353135	0.107978166973547
LCE1F.353137	0.00120831060822061
LCE2A.353139	2.35238542572924e-13
LCE2B.26239	0.24264501549164
LCE2C.353140	0.0229028484163761
LCE2D.353141	0.132490759741533
LCE3A.353142	0.00193672184679449
LCE3C.353144	0.0668811706211043
LCE3D.84648	9.3243881680299e-08
LCE3E.353145	1.16963333492309e-06
LCE4A.199834	0.328896130688583
LCE5A.254910	0.0111705920948226
LCE6A.448835	0.668468560302687
LCK.3932	1.41234154088446e-46
LCLAT1.253558	5.59038903035087e-33
LCMT1.51451	9.94299466679191e-11
LCMT2.9836	8.01438943097417e-82
LCN10.414332	5.31901475228223e-66
LCN12.286256	3.12938334093553e-30
LCN15.389812	0.0782516891321477
LCN1.3933	0.0385853043485997
LCN2.3934	1.69042228518207e-39
LCN6.158062	5.08337034869404e-61
LCN8.138307	6.51771704622836e-17
LCN9.392399	0.896551337760137
LCNL1.401562	1.31727502186167e-30
LCORL.254251	8.83134624423702e-22
LCOR.84458	1.72316853031842e-43
LCP1.3936	4.27923271899832e-21
LCP2.3937	2.19847926891424e-24
LCTL.197021	4.13259552756539e-44
LCT.3938	5.08179141515551e-40
LDB1.8861	3.67769777367945e-08
LDB2.9079	9.89498734867828e-75
LDB3.11155	5.16953673649252e-25
LDHAL6A.160287	6.47854144400124e-13
LDHAL6B.92483	1.06514862224365e-23
LDHA.3939	9.26355875864142e-23
LDHB.3945	4.76743498142579e-83
LDHC.3948	8.31085917533935e-09
LDHD.197257	1.36396692047876e-39
LDLRAD1.388633	1.92479137992029e-49
LDLRAD2.401944	3.97984555454239e-57
LDLRAD3.143458	6.59924104500096e-16
LDLRAP1.26119	7.57868670996237e-12
LDLR.3949	0.000805861465059838
LDOC1L.84247	5.54500257524376e-08
LDOC1.23641	1.34807010748989e-13
LEAP2.116842	3.27881407298552e-25
LECT1.11061	0.00871112745444168
LECT2.3950	4.82842578997818e-06
LEF1.51176	5.69649470379299e-27
LEFTY1.10637	1.0463232626111e-07
LEFTY2.7044	7.40716828080706e-57
LEKR1.389170	3.61263694021315e-08
LELP1.149018	0.437637489385862
LEMD1.93273	1.12723445118964e-89
LEMD2.221496	8.42000023807865e-36
LEMD3.23592	1.07693783457771e-18
LENEP.55891	0.062713918513718
LENG1.79165	5.50612639019702e-32
LENG8.114823	3.38882334667519e-26
LENG9.94059	4.68182129143366e-25
LEO1.123169	1.20215312369088e-68
LEPRE1.64175	5.64797955947953e-32
LEPREL1.55214	6.82461632689619e-66
LEPREL2.10536	1.55966014331659e-16
LEPROTL1.23484	0.000158597641970028
LEPROT.54741	5.24404625183846e-40
LEPR.3953	4.61091608785227e-57
LEP.3952	9.9320517003263e-32
LETM1.3954	1.20802625061018e-25
LETM2.137994	4.18341316225847e-55
LETMD1.25875	4.77125092991334e-30
LEUTX.342900	0.0517007094980018
LFNG.3955	3.15960565450718e-63
LGALS12.85329	1.51204024291223e-30
LGALS13.29124	0.125203780542521
LGALS14.56891	5.84246284732471e-10
LGALS1.3956	2.45567392580606e-11
LGALS2.3957	6.38540637153075e-44
LGALS3BP.3959	0.00099300430834095
LGALS3.3958	2.33064990772435e-21
LGALS4.3960	1.69276533136932e-19
LGALS7B.653499	9.93505213136795e-27
LGALS7.3963	3.84467465782427e-31
LGALS8.3964	6.73611764864596e-52
LGALS9B.284194	8.0943413233828e-09
LGALS9C.654346	3.27337300389085e-10
LGALS9.3965	3.61228926336838e-18
LGI1.9211	3.85424830994651e-12
LGI2.55203	1.51739740127989e-38
LGI3.203190	1.23849579136489e-05
LGI4.163175	2.28055288215359e-68
LGMN.5641	8.76539796326596e-26
LGR4.55366	5.58429916797249e-15
LGR5.8549	1.03562389244096e-18
LGR6.59352	2.5208420606472e-42
LGSN.51557	0.119738677928252
LGTN.1939	0.00107090263907397
LHB.3972	1.74587969117859e-16
LHCGR.3973	6.1126764028441e-16
LHFPL1.340596	0.00196706284775453
LHFPL2.10184	1.30580183974846e-36
LHFPL3.375612	0.000277485986600962
LHFPL4.375323	2.24511901529839e-07
LHFPL5.222662	2.00474818399441e-05
LHFP.10186	1.02034417220801e-90
LHPP.64077	4.5909900169174e-11
LHX1.3975	1.22088298497088e-16
LHX2.9355	2.78767850719057e-24
LHX3.8022	1.652460912618e-13
LHX4.89884	9.66820587985664e-08
LHX5.64211	2.27542924581133e-23
LHX6.26468	1.90766809919544e-29
LHX8.431707	6.36140520806932e-14
LHX9.56956	2.19487818201832e-08
LIAS.11019	4.00099276380121e-33
LIFR.3977	3.0574334062625e-28
LIF.3976	1.77262845426543e-57
LIG1.3978	8.7550085032514e-19
LIG3.3980	6.80927230405771e-24
LIG4.3981	1.81516819847681e-06
LILRA1.11024	3.51032094009106e-34
LILRA2.11027	6.89372906243797e-39
LILRA3.11026	1.99248588630139e-31
LILRA4.23547	4.9448491830019e-20
LILRA5.353514	8.35438770773553e-27
LILRA6.79168	9.68286091323678e-14
LILRB1.10859	2.30095334558605e-17
LILRB2.10288	2.63171794713282e-26
LILRB3.11025	2.71932692550528e-26
LILRB4.11006	3.44124979071647e-13
LILRB5.10990	4.0840646874184e-16
LILRP2.79166	3.64579614341728e-12
LIM2.3982	0.254646789760519
LIMA1.51474	9.41894013337852e-84
LIMCH1.22998	2.39477217341567e-12
LIMD1.8994	1.30150811253211e-15
LIMD2.80774	5.65798137279573e-59
LIME1.54923	2.08588928167577e-46
LIMK1.3984	1.91457566114323e-50
LIMK2.3985	1.50701757240169e-33
LIMS1.3987	4.0707346468963e-38
LIMS2.55679	5.47020715020212e-74
LIMS3.LOC440895.100271835	6.99707651659927e-40
LIMS3.96626	2.84441543788793e-34
LIN28A.79727	2.47496206753069e-08
LIN28B.389421	8.36069460455779e-81
LIN37.55957	7.77339446865321e-31
LIN52.91750	4.09784450368493e-19
LIN54.132660	1.75974364950183e-24
LIN7A.8825	2.74335265027975e-43
LIN7B.64130	3.00858413803747e-23
LIN7C.55327	1.20847644530731e-10
LIN9.286826	1.35124254407267e-58
LINGO1.84894	1.53158700804204e-05
LINGO2.158038	9.76924336235886e-22
LINGO3.645191	6.54449290319103e-05
LINGO4.339398	1.67513694766445e-11
LINS1.55180	6.46900708693314e-07
LIPA.3988	4.491728459796e-24
LIPC.3990	2.81899977109391e-29
LIPE.3991	1.16704750568929e-52
LIPF.8513	0.000550787082955532
LIPG.9388	3.11392106069292e-86
LIPH.200879	8.77821257364045e-12
LIPI.149998	0.200266442326681
LIPJ.142910	0.000476609833912035
LIPK.643414	2.97542477783367e-21
LIPM.340654	0.151592527049358
LIPN.643418	4.53135556203583e-12
LIPT1.51601	9.2350960253732e-12
LIPT2.387787	0.00325607118408319
LITAF.9516	6.13358803816516e-09
LIX1L.128077	4.10252796509874e-91
LIX1.167410	6.71121673539909e-11
LLGL1.3996	6.06665253810682e-16
LLGL2.3993	9.77103120808707e-27
LLPH.84298	9.96023324346822e-10
LMAN1L.79748	2.54370609011325e-11
LMAN1.3998	1.55363138665879e-18
LMAN2L.81562	1.83779509855922e-14
LMAN2.10960	8.74172859307341e-19
LMBR1L.55716	1.04731006881265e-24
LMBR1.64327	1.82919160773896e-20
LMBRD1.55788	3.40344208555511e-13
LMBRD2.92255	1.27116691915811e-51
LMCD1.29995	1.97189678398628e-20
LMF1.64788	4.35114783280215e-42
LMF2.91289	1.02943336502084e-24
LMLN.89782	3.11492937347674e-36
LMNA.4000	8.19962324515651e-47
LMNB1.4001	1.80171657617983e-54
LMNB2.84823	2.77896245075049e-58
LMO1.4004	4.8410433753904e-26
LMO2.4005	5.84034131697969e-56
LMO3.55885	0.300787603719298
LMO4.8543	4.64521255003589e-71
LMO7.4008	7.47704794696585e-11
LMOD1.25802	6.18290812141713e-78
LMOD2.442721	5.00488866123604e-06
LMOD3.56203	0.961316595649034
LMTK2.22853	6.98985757441452e-16
LMTK3.114783	3.86325314607822e-27
LMX1A.4009	9.53489849567258e-31
LMX1B.4010	2.00689300167009e-88
LNP1.348801	1.6773677794537e-32
LNPEP.4012	2.34360698705648e-41
LNX1.84708	4.97526764390396e-29
LNX2.222484	6.99502564579214e-44
LOC100009676.100009676	4.0193164442156e-07
LOC100101266.100101266	4.59242976823876e-08
LOC100101938.100101938	1.65601352648534e-10
LOC100124692.100124692	5.54767275882919e-40
LOC100125556.100125556	6.03019602113693e-10
LOC100126784.100126784	6.24665597693247e-30
LOC100127888.100127888	1.01732634196151e-65
